"","X1","ID","weights","ss","healthcare","school","welfare","env","poor","sci","tax_mill","red_ineq","min_wage","job_gov","sex_orig","sex","white","black","asian","hisp","born","class","educ","income","age","black_favors","blm","black_deserve","black_try","slave","vote_duty","int_camp","int_pol","int_med","lib_con_spec","party_id","strong_weak","ind","seven_point","trad","true","bend","lib_pca1","pol_pca1","redist_pca1","spend_pca1","lib_pca1_scaled","redist_pca1_scaled","spend_pca1_scaled","pol_pca1_scaled"
"86",86,86,0.9224,3,2,2,3,3,3,1,3,1,3,5,1,1,1,0,0,0,1,1,13,3,31,2,50,2,2,2,NA,1,3,2,3,0,NA,3,NA,3,4,4,1.11080844122786,-0.457904726574139,-0.0225384585709079,1.07349132188477,1.11132788759726,-0.0228812133584061,1.0857927630923,-0.457994332229513
"87",87,87,0.5786,3,3,3,2,3,2,1,3,NA,3,4,1,1,1,0,0,0,1,NA,14,12,68,4,70,3,4,2,3,3,3,3,2,3,NA,3,3,3,4,4,1.11080844122786,0.251884377768792,-0.380535487041776,0.417132860192843,1.11132788759726,-0.386322500363304,0.421912903823173,0.251933668076226
"88",88,88,1.1928,2,2,2,1,2,2,3,2,NA,1,4,1,1,1,0,0,0,1,NA,16,25,42,4,40,2,2,2,NA,3,4,4,4,3,NA,1,5,2,2,4,0.147914838047804,1.64424924773927,-2.17463496770704,-0.666775988641804,0.147984007332762,-2.20770584271376,-0.674416763611896,1.64457100469632
"89",89,89,0.8379,3,1,3,3,3,3,1,3,NA,4,3,2,0,1,0,0,0,1,2,9,15,82,5,30,2,4,2,3,3,3,4,6,2,1,NA,7,1,1,3,-0.873236015942559,0.961673482111723,0.158517224819986,0.559307580353212,-0.873644366528747,0.160927883807026,0.565716844383927,0.961861668381966
"90",90,90,0,2,NA,1,1,1,1,2,NA,NA,NA,1,2,0,1,0,0,0,1,NA,10,24,53,NA,NA,NA,NA,NA,3,2,NA,NA,7,2,1,NA,7,NA,NA,NA,0,0,-0.970947148778795,-1.15721706895435,-1.21394757586755e-16,-0.985712878325238,-1.17047794721939,6.95455484492392e-17
"91",91,91,0,3,NA,3,1,3,3,1,NA,NA,NA,2,1,1,1,0,0,0,1,NA,13,16,65,NA,NA,NA,NA,NA,3,3,NA,NA,6,2,1,NA,7,NA,NA,NA,0,0,-0.612950120307927,0.0444171228864551,-1.21394757586755e-16,-0.62227159132034,0.0449261112822216,6.95455484492392e-17
"92",92,92,1.5997,3,3,3,3,3,3,1,3,NA,4,3,2,0,0,1,0,0,1,1,12,1,42,5,NA,3,4,1,NA,2,1,2,2,1,2,NA,2,1,1,5,0.206172088858114,-1.82305625782923,0.158517224819986,1.58767506341633,0.206268500929769,0.160927883807026,1.60586868180067,-1.82341300485822
"93",93,93,0,2,NA,2,2,2,3,3,NA,NA,NA,3,1,1,1,0,0,1,4,NA,9,NA,48,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,2,NA,2,NA,NA,NA,0,0,-0.254953091837059,0.614142230189542,-1.21394757586755e-16,-0.258830304315442,0.621179860008917,6.95455484492392e-17
"94",94,94,0.3689,2,3,3,2,3,3,1,3,1,4,5,1,1,1,0,0,0,1,2,10,24,30,3,50,2,3,4,3,3,3,3,2,1,1,NA,1,2,2,2,-0.93149326675287,0.251884377768792,0.874511281761722,1.01794995611324,-0.931928860125755,0.887810457816822,1.02961493307398,0.251933668076226
"95",95,95,1.1457,3,1,3,1,1,1,1,1,2,4,2,2,0,1,0,0,0,1,NA,13,15,23,4,40,4,3,2,3,3,3,3,5,3,NA,1,5,4,4,4,1.11080844122786,0.251884377768792,-0.199479803650882,-1.78177682609376,1.11132788759726,-0.202513403197872,-1.80219471157107,0.251933668076226
"96",96,96,0.9419,2,2,3,1,2,2,1,3,1,3,3,1,1,1,0,0,0,1,1,9,22,51,3,50,4,2,4,NA,2,2,2,5,2,2,NA,6,2,2,3,-0.391789214352533,-1.14048049220168,-0.738532515512644,-0.666775988641804,-0.391972426396496,-0.749763787368202,-0.674416763611896,-1.14070366854387
"97",97,97,0,3,NA,3,2,3,2,3,NA,NA,NA,2,2,0,1,0,0,0,1,2,9,24,31,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,NA,7,NA,NA,NA,0,0,-0.612950120307927,0.013325134269141,-1.21394757586755e-16,-0.62227159132034,0.0134778307581137,6.95455484492392e-17
"98",98,98,0,2,NA,2,2,2,2,3,NA,NA,NA,4,1,1,1,0,0,1,4,NA,4,6,68,NA,NA,NA,NA,NA,3,2,NA,NA,4,1,1,NA,1,NA,NA,NA,0,0,0.103043936633809,0.013325134269141,-1.21394757586755e-16,0.104610982689456,0.0134778307581137,6.95455484492392e-17
"99",99,NA,0.2999,2,1,2,1,2,1,3,3,NA,3,NA,2,0,1,0,0,0,1,NA,14,14,66,4,40,3,3,2,NA,1,3,3,4,0,NA,2,NA,5,4,3,0.571104388827518,0.251884377768792,-0.483579423675585,-1.78177682609376,0.571371453868005,-0.490933483052761,-1.80219471157107,0.251933668076226
"100",100,100,0.4571,3,2,3,1,3,2,3,3,1,3,4,2,0,1,0,0,0,1,2,12,24,29,5,40,3,3,2,NA,1,1,2,5,2,2,NA,6,3,2,4,0.147914838047804,-1.82305625782923,-0.380535487041776,-0.666775988641804,0.147984007332762,-0.386322500363304,-0.674416763611896,-1.82341300485822
"101",101,101,0.5509,2,2,3,2,3,2,3,3,1,4,3,2,0,1,0,0,0,1,NA,13,26,36,2,40,4,2,2,1,3,3,2,2,1,1,NA,1,4,4,4,1.11080844122786,-0.457904726574139,0.158517224819986,-0.0970508813387167,1.11132788759726,0.160927883807026,-0.0981630148852001,-0.457994332229513
"102",102,102,1.6382,3,3,3,2,3,3,1,3,3,4,4,2,0,1,0,0,0,1,NA,13,24,47,4,40,5,4,2,NA,3,3,3,3,1,1,NA,1,5,5,4,1.59225524281788,0.251884377768792,0.516514253290854,1.01794995611324,1.59299982772951,0.524369170811924,1.02961493307398,0.251933668076226
"103",103,103,1.418,3,3,3,1,3,3,1,3,NA,3,4,1,1,1,0,0,0,1,NA,9,22,61,4,60,4,2,2,3,2,3,3,5,3,NA,2,4,2,1,2,-1.4129400683429,0.251884377768792,-0.380535487041776,0.448224848810157,-1.41360080025801,-0.386322500363304,0.453361184347281,0.251933668076226
"104",104,104,2.0076,2,3,3,2,3,3,1,3,1,4,7,2,0,1,0,0,0,1,NA,13,12,26,1,95,1,1,5,NA,3,3,3,2,1,1,NA,1,4,4,4,1.11080844122786,0.251884377768792,1.59050533870346,1.01794995611324,1.11132788759726,1.61469303182662,1.02961493307398,0.251933668076226
"105",105,105,0.9799,2,2,3,2,2,2,1,1,NA,NA,NA,1,1,1,0,0,0,1,NA,8,NA,88,5,15,5,4,5,3,3,NA,NA,NA,2,1,NA,7,1,2,NA,-0.319153919931308,0,0,-0.0970508813387167,-0.319303165596751,2.46010196014711e-17,-0.0981630148852001,6.95455484492392e-17
"106",106,106,0.7216,1,1,2,2,2,2,3,1,3,4,NA,2,0,1,0,0,0,1,1,3,1,83,5,85,2,5,5,NA,2,3,4,1,1,1,NA,1,1,2,4,0.147914838047804,0.961673482111723,0.413470316657045,-0.611234622870276,0.147984007332762,0.419758188122468,-0.618238933593573,0.961861668381966
"107",107,107,1.0883,3,3,3,2,3,3,1,3,1,4,3,1,1,1,0,0,0,1,2,13,27,51,2,50,3,2,5,3,2,4,4,3,3,NA,3,3,3,4,5,1.65051249362819,1.64424924773927,0.158517224819986,1.01794995611324,1.65128432132652,0.160927883807026,1.02961493307398,1.64457100469632
"108",108,108,0.9007,2,2,3,2,2,2,1,3,1,4,4,1,1,1,0,0,0,1,NA,9,17,36,2,85,3,1,4,NA,2,2,2,5,2,2,NA,6,4,2,4,0.147914838047804,-1.14048049220168,0.516514253290854,-0.0970508813387167,0.147984007332762,0.524369170811924,-0.0981630148852001,-1.14070366854387
"109",109,109,0.6549,NA,NA,2,1,3,NA,NA,2,1,3,4,2,0,1,0,0,0,1,2,11,7,68,4,NA,3,3,2,NA,2,2,1,4,3,NA,3,3,5,5,4,1.59225524281788,-1.85026959654461,-0.380535487041776,-0.405733750730746,1.59299982772951,-0.386322500363304,-0.410383168736065,-1.8506316688496
"110",110,110,1.165,2,2,3,2,2,3,3,2,2,4,4,1,1,1,0,0,1,1,2,9,5,23,3,70,4,2,4,NA,1,3,2,4,3,NA,3,3,4,3,3,0.0896575872374925,-0.457904726574139,0.516514253290854,0.503766214581685,0.0896995137357543,0.524369170811924,0.509539014365604,-0.457994332229513
"111",111,111,1.0241,3,3,3,3,3,3,3,3,2,3,6,2,0,1,0,0,0,1,1,10,15,34,5,0,5,5,1,NA,2,2,3,NA,3,NA,1,5,1,1,1,-1.95264412074323,-0.430691387858752,0.33545856989996,1.58767506341633,-1.95355723398726,0.340560073646492,1.60586868180067,-0.430775668238126
"112",112,112,1.3764,3,3,3,1,3,2,1,3,NA,4,4,2,0,1,0,0,0,1,NA,10,25,58,5,50,4,5,4,3,2,2,3,4,3,NA,1,5,1,1,2,-1.4129400683429,-0.430691387858752,0.516514253290854,-0.152592247110244,-1.41360080025801,0.524369170811924,-0.154340844903523,-0.430775668238126
"113",113,113,0.9319,3,2,3,2,2,2,3,3,1,4,3,1,1,1,1,0,0,1,2,13,14,69,4,30,3,2,2,3,3,4,4,5,3,NA,1,5,3,2,4,0.147914838047804,1.64424924773927,0.158517224819986,-0.0970508813387167,0.147984007332762,0.160927883807026,-0.0981630148852001,1.64457100469632
"114",114,114,1.3433,3,3,3,1,3,3,1,2,2,4,4,1,1,0,0,0,1,1,NA,10,24,19,4,50,4,4,2,NA,1,1,2,NA,3,NA,3,3,4,1,2,-1.4129400683429,-1.82305625782923,0.516514253290854,0.448224848810157,-1.41360080025801,0.524369170811924,0.453361184347281,-1.82341300485822
"115",115,115,0.5592,2,2,3,2,3,2,1,3,1,4,NA,1,1,1,0,0,1,1,NA,9,12,30,3,70,3,2,4,1,2,2,2,NA,1,2,NA,2,3,1,2,-1.4129400683429,-1.14048049220168,0.413470316657045,-0.0970508813387167,-1.41360080025801,0.419758188122468,-0.0981630148852001,-1.14070366854387
"116",116,116,1.8694,3,2,3,1,3,3,1,3,NA,4,NA,2,0,1,0,0,0,1,NA,9,11,75,5,0,5,5,2,NA,3,4,4,4,5,NA,2,NA,1,2,2,-0.93149326675287,1.64424924773927,0.413470316657045,-0.0659588927214026,-0.931928860125755,0.419758188122468,-0.0667147343610921,1.64457100469632
"117",117,117,1.2327,3,2,3,1,3,3,1,3,NA,4,1,1,1,1,0,0,0,1,1,9,22,50,4,0,5,4,2,NA,2,2,2,4,3,NA,1,5,2,1,4,-0.333531963542222,-1.14048049220168,-0.55747683212175,-0.0659588927214026,-0.333687932799489,-0.56595469020277,-0.0667147343610921,-1.14070366854387
"118",118,118,0.4849,3,3,3,1,3,3,1,3,2,4,5,1,1,1,0,0,1,1,1,13,17,54,3,85,3,3,4,NA,3,3,4,NA,1,1,NA,1,2,3,3,0.0896575872374925,0.961673482111723,0.874511281761722,0.448224848810157,0.0896995137357543,0.887810457816822,0.453361184347281,0.961861668381966
"119",119,119,1.0485,3,3,3,1,3,3,1,3,3,4,NA,2,0,1,0,0,0,1,NA,9,13,38,5,70,3,5,5,NA,1,2,3,NA,1,1,NA,1,1,1,1,-1.95264412074323,-0.430691387858752,0.413470316657045,0.448224848810157,-1.95355723398726,0.419758188122468,0.453361184347281,-0.430775668238126
"120",120,120,1.4578,3,3,3,1,3,3,1,3,NA,4,1,2,0,1,0,0,0,1,NA,10,14,27,3,40,5,4,1,NA,3,3,4,4,2,2,NA,6,1,2,4,0.147914838047804,0.961673482111723,-0.55747683212175,0.448224848810157,0.147984007332762,-0.56595469020277,0.453361184347281,0.961861668381966
"121",121,121,0.1412,3,3,3,NA,2,3,1,2,1,4,4,2,0,1,0,0,0,1,NA,11,1,69,5,30,5,5,1,NA,3,1,2,NA,0,NA,1,NA,2,3,3,0.0896575872374925,-1.82305625782923,0.516514253290854,0.853958599540903,0.0896995137357543,0.524369170811924,0.863744353083346,-1.82341300485822
"122",122,122,0,3,NA,3,1,2,3,2,NA,NA,NA,1,2,0,1,0,0,1,4,2,11,22,43,NA,NA,NA,NA,NA,NA,3,NA,NA,5,2,1,NA,7,NA,NA,NA,0,0,-0.970947148778795,0.0444171228864551,-1.21394757586755e-16,-0.985712878325238,0.0449261112822216,6.95455484492392e-17
"123",123,123,0.9431,3,2,3,1,2,2,1,3,1,3,3,2,0,0,0,0,0,1,1,9,17,33,4,50,5,4,1,NA,1,1,2,4,3,NA,1,5,4,3,4,0.629361639637829,-1.82305625782923,-0.738532515512644,-0.666775988641804,0.629655947465013,-0.749763787368202,-0.674416763611896,-1.82341300485822
"124",124,124,0,3,NA,NA,NA,2,2,3,NA,NA,NA,NA,2,0,1,0,0,0,1,NA,11,NA,87,NA,NA,NA,NA,NA,3,2,NA,NA,4,0,NA,1,NA,NA,NA,NA,0,0,0,-0.1506662223032,-1.21394757586755e-16,2.46010196014711e-17,-0.152392749232518,6.95455484492392e-17
"125",125,125,0.4955,2,1,2,1,2,2,1,2,1,1,1,1,1,1,0,0,0,1,NA,9,13,26,5,0,4,5,4,NA,2,2,2,6,2,2,NA,6,1,1,2,-1.4129400683429,-1.14048049220168,-3.24862605311964,-1.18095973017336,-1.41360080025801,-3.29802970372846,-1.19449268232027,-1.14070366854387
"126",126,126,0.2936,1,3,3,3,3,3,1,3,1,4,6,2,0,0,0,0,1,1,NA,12,11,34,4,60,2,4,2,3,3,3,2,3,2,2,NA,6,4,4,2,0.0314003364271815,-0.457904726574139,1.23250831023259,1.58767506341633,0.0314150201387467,1.25125174482172,1.60586868180067,-0.457994332229513
"127",127,127,0.5902,2,3,3,2,3,3,1,3,1,4,5,2,0,1,0,0,0,1,2,13,24,33,2,NA,2,1,4,3,3,4,3,2,3,NA,3,3,5,5,4,1.59225524281788,0.934460143396336,0.874511281761722,1.01794995611324,1.59299982772951,0.887810457816822,1.02961493307398,0.934643004390579
"128",128,128,0.6702,2,2,3,2,3,3,1,2,NA,4,3,1,1,1,0,0,0,1,2,10,1,57,2,50,4,2,3,NA,2,2,2,6,2,2,NA,6,3,3,2,-0.450046465162844,-1.14048049220168,0.158517224819986,0.503766214581685,-0.450256919993504,0.160927883807026,0.509539014365604,-1.14070366854387
"129",129,129,0.6246,2,1,3,1,2,2,3,3,NA,1,2,1,1,1,0,0,0,1,2,11,23,27,3,40,3,3,2,NA,2,3,2,4,3,NA,1,5,2,3,3,0.0896575872374925,-0.457904726574139,-2.89062902464877,-1.18095973017336,0.0896995137357543,-2.93458841672356,-1.19449268232027,-0.457994332229513
"130",130,130,1.3851,3,1,3,1,3,1,1,3,3,2,5,2,0,0,0,0,1,1,1,9,20,38,5,70,3,5,3,3,3,4,3,5,3,NA,1,5,1,1,2,-1.4129400683429,0.934460143396336,-0.919588198903538,-1.78177682609376,-1.41360080025801,-0.933572884533635,-1.80219471157107,0.934643004390579
"131",131,131,1.3854,3,3,3,2,3,3,1,3,1,4,4,1,1,1,0,0,0,1,NA,9,1,81,4,30,3,4,4,NA,2,1,2,NA,1,1,NA,1,1,1,2,-1.4129400683429,-1.82305625782923,0.516514253290854,1.01794995611324,-1.41360080025801,0.524369170811924,1.02961493307398,-1.82341300485822
"132",132,132,1.5125,3,3,3,3,2,3,3,3,1,4,4,2,0,1,0,0,0,1,NA,NA,1,51,4,50,4,4,2,3,1,2,2,4,3,NA,3,3,3,4,4,1.11080844122786,-1.14048049220168,0.516514253290854,1.58767506341633,1.11132788759726,0.524369170811924,1.60586868180067,-1.14070366854387
"133",133,133,0.4169,3,3,3,1,2,2,3,3,1,3,3,2,0,1,0,0,0,1,NA,9,11,75,5,85,3,4,5,NA,3,3,3,4,3,NA,3,3,3,1,4,-0.333531963542222,0.251884377768792,-0.738532515512644,-0.152592247110244,-0.333687932799489,-0.749763787368202,-0.154340844903523,0.251933668076226
"134",134,134,0.312,3,3,3,2,2,2,1,1,2,NA,1,2,0,1,0,0,0,1,1,11,13,74,5,0,5,5,2,3,3,4,4,4,2,1,NA,7,1,1,1,-1.95264412074323,1.64424924773927,-0.970947148778795,0.417132860192843,-1.95355723398726,-0.985712878325238,0.421912903823173,1.64457100469632
"135",135,135,1.6385,3,3,3,3,3,3,1,3,3,4,5,1,1,1,0,0,0,1,1,13,25,43,1,85,1,1,5,3,3,3,3,4,3,NA,3,3,5,5,5,2.13195929521822,0.251884377768792,0.874511281761722,1.58767506341633,2.13295626145877,0.887810457816822,1.60586868180067,0.251933668076226
"136",136,136,0.9627,3,3,3,1,3,3,1,3,3,4,4,1,1,1,0,0,0,4,NA,13,25,58,5,NA,2,4,4,NA,2,3,3,4,1,1,NA,1,1,3,3,0.0896575872374925,0.251884377768792,0.516514253290854,0.448224848810157,0.0896995137357543,0.524369170811924,0.453361184347281,0.251933668076226
"137",137,137,1.0944,3,3,3,3,3,3,1,3,1,4,6,2,0,1,0,0,0,1,NA,13,3,36,5,75,4,2,4,3,3,4,3,1,3,NA,3,3,5,3,2,-0.450046465162844,0.934460143396336,1.23250831023259,1.58767506341633,-0.450256919993504,1.25125174482172,1.60586868180067,0.934643004390579
"138",138,138,1.7961,3,3,3,3,2,3,3,3,1,4,3,2,0,1,0,0,0,1,NA,13,7,23,2,70,2,2,2,NA,2,2,2,NA,2,2,NA,6,2,1,2,-1.4129400683429,-1.14048049220168,0.158517224819986,1.58767506341633,-1.41360080025801,0.160927883807026,1.60586868180067,-1.14070366854387
"139",139,139,0.4052,2,NA,2,1,1,3,1,1,NA,3,3,2,0,1,0,0,0,1,2,10,3,88,4,50,4,5,2,NA,2,3,4,7,2,1,NA,7,1,1,4,-0.333531963542222,0.961673482111723,-0.738532515512644,0.0444171228864551,-0.333687932799489,-0.749763787368202,0.0449261112822216,0.961861668381966
"140",140,140,0.8775,3,3,3,1,2,3,1,1,1,4,3,2,0,1,0,0,0,1,NA,9,18,57,5,0,5,5,1,3,2,2,2,5,3,NA,1,5,2,2,2,-0.93149326675287,-1.14048049220168,0.158517224819986,0.448224848810157,-0.931928860125755,0.160927883807026,0.453361184347281,-1.14070366854387
"141",141,141,0.8419,2,3,3,2,3,2,1,3,1,4,4,2,0,1,0,0,0,4,NA,14,16,59,3,85,2,3,2,1,3,3,3,2,1,1,NA,1,4,3,2,-0.450046465162844,0.251884377768792,0.516514253290854,0.417132860192843,-0.450256919993504,0.524369170811924,0.421912903823173,0.251933668076226
"142",142,142,0.291,2,1,1,1,2,2,3,3,NA,1,4,2,0,1,0,0,0,1,NA,14,5,86,5,0,1,4,4,NA,3,3,3,6,2,1,NA,7,1,1,2,-1.4129400683429,0.251884377768792,-2.17463496770704,-1.18095973017336,-1.41360080025801,-2.20770584271376,-1.19449268232027,0.251933668076226
"143",143,143,0,3,NA,3,3,3,3,1,NA,NA,NA,7,1,1,1,0,0,1,1,1,9,NA,57,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1,1,NA,1,NA,NA,NA,0,0,1.17703502204641,1.18386733749263,-1.21394757586755e-16,1.19493484370415,1.19743360873561,6.95455484492392e-17
"144",144,144,0.2055,3,3,3,3,2,2,3,3,1,3,NA,2,0,1,0,0,0,1,NA,10,5,84,3,40,4,4,4,NA,2,2,2,NA,0,NA,2,NA,2,2,3,-0.391789214352533,-1.14048049220168,-0.483579423675585,0.98685796749593,-0.391972426396496,-0.490933483052761,0.998166652549869,-1.14070366854387
"145",145,145,0.44,3,3,3,3,3,3,1,3,1,4,6,1,1,1,0,0,1,1,0,7,5,60,4,70,2,2,4,NA,2,1,3,5,1,2,NA,2,2,3,3,0.0896575872374925,-1.1132671534863,1.23250831023259,1.58767506341633,0.0896995137357543,1.25125174482172,1.60586868180067,-1.11348500455248
"146",146,146,0.8165,2,3,3,2,3,3,1,3,3,4,4,1,1,1,0,0,0,1,2,13,15,45,1,70,1,1,5,3,3,4,3,2,1,1,NA,1,3,5,5,2.13195929521822,0.934460143396336,0.516514253290854,1.01794995611324,2.13295626145877,0.524369170811924,1.02961493307398,0.934643004390579
"147",147,147,0,3,NA,3,1,2,1,2,NA,NA,NA,1,1,1,1,0,0,0,1,2,9,11,30,NA,NA,NA,NA,NA,NA,2,NA,NA,4,2,1,NA,7,NA,NA,NA,0,0,-0.970947148778795,-1.15721706895435,-1.21394757586755e-16,-0.985712878325238,-1.17047794721939,6.95455484492392e-17
"148",148,148,0,3,NA,2,2,2,2,1,NA,NA,NA,3,1,1,1,0,0,0,1,2,9,1,78,NA,NA,NA,NA,NA,3,3,NA,NA,6,3,NA,2,4,NA,NA,NA,0,0,-0.254953091837059,0.013325134269141,-1.21394757586755e-16,-0.258830304315442,0.0134778307581137,6.95455484492392e-17
"149",149,149,0.3878,2,2,3,2,3,2,3,3,3,4,5,2,0,0,1,0,0,1,NA,13,14,72,1,70,2,1,5,3,3,3,3,5,1,1,NA,1,3,2,3,-0.391789214352533,0.251884377768792,0.874511281761722,-0.0970508813387167,-0.391972426396496,0.887810457816822,-0.0981630148852001,0.251933668076226
"150",150,150,0.6711,3,3,3,2,1,3,1,3,3,4,4,1,1,1,0,0,0,1,NA,13,21,36,4,0,5,3,1,NA,3,3,3,3,3,NA,3,3,5,5,5,2.13195929521822,0.251884377768792,0.516514253290854,1.01794995611324,2.13295626145877,0.524369170811924,1.02961493307398,0.251933668076226
"151",151,151,1.3335,3,3,3,3,3,3,1,3,NA,4,4,1,1,1,0,0,0,1,NA,4,2,86,5,NA,4,4,5,3,1,1,1,5,1,1,NA,1,1,1,1,-1.95264412074323,-2.53284536217216,0.516514253290854,1.58767506341633,-1.95355723398726,0.524369170811924,1.60586868180067,-2.53334100516396
"152",152,152,0.7486,3,3,3,3,3,3,1,3,1,4,4,NA,NA,1,0,0,0,1,NA,13,26,55,3,85,4,2,2,3,3,4,4,2,1,1,NA,1,1,1,4,-0.333531963542222,1.64424924773927,0.516514253290854,1.58767506341633,-0.333687932799489,0.524369170811924,1.60586868180067,1.64457100469632
"153",153,153,0.3008,3,3,3,2,3,2,1,3,2,3,NA,2,0,1,0,0,0,1,NA,10,22,50,3,30,5,3,3,NA,2,3,3,NA,3,NA,1,5,3,5,4,1.59225524281788,0.251884377768792,-0.483579423675585,0.417132860192843,1.59299982772951,-0.490933483052761,0.421912903823173,0.251933668076226
"154",154,154,0.6031,3,3,3,2,3,3,1,3,3,4,4,1,1,0,1,0,0,1,NA,9,12,68,5,NA,3,5,5,1,3,4,3,2,1,2,NA,2,5,5,5,2.13195929521822,0.934460143396336,0.516514253290854,1.01794995611324,2.13295626145877,0.524369170811924,1.02961493307398,0.934643004390579
"155",155,155,0.8115,3,3,3,2,3,2,1,3,1,4,4,1,1,1,0,0,0,1,NA,13,12,69,2,60,2,1,5,NA,3,3,2,2,1,1,NA,1,4,5,4,1.59225524281788,-0.457904726574139,0.516514253290854,0.417132860192843,1.59299982772951,0.524369170811924,0.421912903823173,-0.457994332229513
"156",156,156,0.3478,3,1,1,1,1,2,1,2,NA,3,3,2,0,1,0,0,0,1,2,10,20,62,5,0,5,5,1,3,3,4,4,4,3,NA,1,5,2,2,4,0.147914838047804,1.64424924773927,-0.738532515512644,-1.18095973017336,0.147984007332762,-0.749763787368202,-1.19449268232027,1.64457100469632
"157",157,157,1.2043,3,3,3,2,3,3,1,3,1,4,6,1,1,1,0,0,0,1,1,11,10,42,4,30,5,5,1,NA,2,3,3,4,3,NA,1,5,2,2,2,-0.93149326675287,0.251884377768792,1.23250831023259,1.01794995611324,-0.931928860125755,1.25125174482172,1.02961493307398,0.251933668076226
"158",158,158,0.4269,3,3,3,2,3,2,3,3,1,4,2,2,0,1,0,0,0,1,1,10,15,42,5,0,5,5,1,3,2,3,3,4,1,2,NA,2,4,2,2,-0.93149326675287,0.251884377768792,-0.199479803650882,0.417132860192843,-0.931928860125755,-0.202513403197872,0.421912903823173,0.251933668076226
"159",159,159,0.8575,3,NA,3,1,1,3,1,2,NA,3,2,1,1,1,0,0,0,1,NA,11,NA,25,5,40,5,5,2,1,3,3,3,4,3,NA,1,5,2,1,2,-1.4129400683429,0.251884377768792,-1.09652954398351,0.0444171228864551,-1.41360080025801,-1.1132050743731,0.0449261112822216,0.251933668076226
"160",160,160,0.7,3,3,1,1,1,3,1,3,NA,4,2,1,1,0,0,0,1,1,NA,11,19,55,4,30,4,3,2,3,3,4,4,6,3,NA,1,5,2,2,5,0.68761889044814,1.64424924773927,-0.199479803650882,0.448224848810157,0.68794044106202,-0.202513403197872,0.453361184347281,1.64457100469632
"161",161,161,0.9713,2,2,3,2,2,3,3,3,NA,4,5,2,0,1,0,0,0,1,NA,14,20,76,1,NA,2,1,5,3,3,4,3,2,1,1,NA,1,5,4,4,1.11080844122786,0.934460143396336,0.874511281761722,0.503766214581685,1.11132788759726,0.887810457816822,0.509539014365604,0.934643004390579
"162",162,162,0.947,3,3,3,3,3,3,1,3,3,4,7,2,0,1,0,0,0,1,NA,13,8,31,1,NA,1,1,5,NA,3,4,4,1,1,1,NA,1,5,5,5,2.13195929521822,1.64424924773927,1.59050533870346,1.58767506341633,2.13295626145877,1.61469303182662,1.60586868180067,1.64457100469632
"163",163,163,0,3,NA,3,1,3,3,1,NA,NA,NA,NA,1,1,1,0,0,0,1,1,8,7,52,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,NA,2,NA,NA,NA,0,0,0,0.0444171228864551,-1.21394757586755e-16,2.46010196014711e-17,0.0449261112822216,6.95455484492392e-17
"164",164,164,1.0347,2,3,3,3,3,3,1,3,1,4,7,1,1,1,0,0,1,3,2,13,19,35,2,70,2,1,5,NA,2,3,3,2,3,NA,3,3,3,1,1,-1.95264412074323,0.251884377768792,1.59050533870346,1.58767506341633,-1.95355723398726,1.61469303182662,1.60586868180067,0.251933668076226
"165",165,165,1.5397,2,3,3,1,3,2,3,2,NA,4,4,1,1,0,1,0,0,1,NA,9,17,25,1,NA,3,1,5,3,1,4,3,6,1,1,NA,1,1,1,1,-1.95264412074323,0.934460143396336,0.516514253290854,-0.152592247110244,-1.95355723398726,0.524369170811924,-0.154340844903523,0.934643004390579
"166",166,166,0.9601,3,2,3,2,2,2,3,2,NA,3,3,2,0,0,0,0,0,1,0,9,22,34,3,70,3,3,4,3,3,4,3,6,2,1,NA,7,4,3,4,0.629361639637829,0.934460143396336,-0.738532515512644,-0.0970508813387167,0.629655947465013,-0.749763787368202,-0.0981630148852001,0.934643004390579
"167",167,167,0.2254,3,2,3,1,2,2,1,3,NA,3,3,2,0,1,0,0,0,1,1,10,7,38,4,0,5,2,2,NA,2,3,3,NA,3,NA,2,4,2,2,2,-0.93149326675287,0.251884377768792,-0.738532515512644,-0.666775988641804,-0.931928860125755,-0.749763787368202,-0.674416763611896,0.251933668076226
"168",168,168,0.3029,2,1,1,1,1,2,2,2,NA,3,4,NA,NA,1,0,0,0,1,NA,13,NA,73,5,0,5,5,1,NA,3,4,4,5,3,NA,1,5,1,1,2,-1.4129400683429,1.64424924773927,-0.380535487041776,-1.18095973017336,-1.41360080025801,-0.386322500363304,-1.19449268232027,1.64457100469632
"169",169,169,0.5008,3,3,3,3,2,3,1,3,1,4,5,2,0,1,0,0,0,4,2,14,21,52,2,80,2,2,3,3,3,3,3,4,1,2,NA,2,4,2,2,-0.93149326675287,0.251884377768792,0.874511281761722,1.58767506341633,-0.931928860125755,0.887810457816822,1.60586868180067,0.251933668076226
"170",170,170,0,3,NA,2,1,3,3,3,NA,NA,NA,2,2,0,1,0,0,0,1,2,10,23,66,NA,NA,NA,NA,NA,3,3,NA,NA,4,2,1,NA,7,NA,NA,NA,0,0,-0.612950120307927,0.0444171228864551,-1.21394757586755e-16,-0.62227159132034,0.0449261112822216,6.95455484492392e-17
