"","X1","ID","weights","ss","healthcare","school","welfare","env","poor","sci","tax_mill","red_ineq","min_wage","job_gov","sex_orig","sex","white","black","asian","hisp","born","class","educ","income","age","black_favors","blm","black_deserve","black_try","slave","vote_duty","int_camp","int_pol","int_med","lib_con_spec","party_id","strong_weak","ind","seven_point","trad","true","bend","lib_pca1","pol_pca1","redist_pca1","spend_pca1","lib_pca1_scaled","redist_pca1_scaled","spend_pca1_scaled","pol_pca1_scaled"
"2378",2378,3198,0,2,NA,1,1,1,1,1,NA,NA,NA,1,2,0,1,0,0,0,4,NA,10,23,72,NA,NA,NA,NA,NA,NA,3,NA,NA,6,2,1,NA,7,NA,NA,NA,0,0,-0.970947148778795,-1.15721706895435,-1.21394757586755e-16,-0.985712878325238,-1.17047794721939,6.95455484492392e-17
"2379",2379,3199,0.8961,3,3,3,2,3,3,1,3,1,4,6,1,1,0,0,0,1,1,NA,14,27,64,2,50,1,1,5,NA,3,3,3,4,3,NA,2,4,5,5,1,-0.0268569143831292,0.251884377768792,1.23250831023259,1.01794995611324,-0.0268694734582606,1.25125174482172,1.02961493307398,0.251933668076226
"2380",2380,3200,1.4361,3,2,3,2,3,1,1,1,2,4,1,2,0,1,0,0,1,1,NA,13,26,42,1,NA,2,5,4,3,2,4,4,3,1,2,NA,2,1,3,5,1.16906569203817,1.64424924773927,-0.55747683212175,-0.697867977259118,1.16961238119427,-0.56595469020277,-0.705865044136004,1.64457100469632
"2381",2381,3201,0,3,NA,3,1,2,2,3,NA,NA,NA,2,1,1,1,0,0,0,1,NA,11,13,82,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,NA,6,NA,NA,NA,0,0,-0.612950120307927,-0.556399973033946,-1.21394757586755e-16,-0.62227159132034,-0.562775917968582,6.95455484492392e-17
"2382",2382,3202,0.7213,3,2,3,1,3,1,3,3,3,4,2,2,0,0,0,1,1,4,2,14,16,35,3,71,2,2,4,1,2,3,2,2,3,NA,3,3,3,3,3,0.0896575872374925,-0.457904726574139,-0.199479803650882,-1.26759308456221,0.0896995137357543,-0.202513403197872,-1.2821187928627,-0.457994332229513
"2383",2383,3203,4.1545,1,1,3,1,2,1,2,1,NA,4,1,1,1,0,0,0,1,1,NA,8,28,29,5,NA,5,2,2,NA,3,3,4,6,2,1,NA,7,3,3,1,-0.989750517563181,0.961673482111723,-0.55747683212175,-1.78177682609376,-0.990213353722762,-0.56595469020277,-1.80219471157107,0.961861668381966
"2384",2384,3204,1.5423,2,1,1,1,3,1,1,2,NA,4,1,2,0,1,0,0,0,1,2,10,28,62,5,17,5,1,1,1,3,2,2,4,3,NA,1,5,3,3,5,1.16906569203817,-1.14048049220168,-0.55747683212175,-1.78177682609376,1.16961238119427,-0.56595469020277,-1.80219471157107,-1.14070366854387
"2385",2385,3205,0.8153,2,3,2,2,2,2,1,3,3,4,2,2,0,1,0,0,1,4,NA,12,20,61,5,50,3,3,4,NA,2,3,3,2,3,NA,2,4,2,3,2,-0.450046465162844,0.251884377768792,-0.199479803650882,0.417132860192843,-0.450256919993504,-0.202513403197872,0.421912903823173,0.251933668076226
"2386",2386,3206,1.5112,3,3,3,2,3,3,1,3,1,4,4,1,1,1,0,0,0,1,NA,9,13,75,3,60,2,3,3,NA,3,4,4,2,1,1,NA,1,3,2,4,0.147914838047804,1.64424924773927,0.516514253290854,1.01794995611324,0.147984007332762,0.524369170811924,1.02961493307398,1.64457100469632
"2387",2387,3207,2.8457,2,2,3,1,2,2,2,3,1,4,5,1,1,1,0,0,0,1,NA,9,18,56,3,51,4,4,2,NA,3,4,3,3,1,1,NA,1,4,4,2,0.0314003364271815,0.934460143396336,0.874511281761722,-0.666775988641804,0.0314150201387467,0.887810457816822,-0.674416763611896,0.934643004390579
"2388",2388,3208,0.4478,3,3,3,1,3,3,3,3,3,3,7,2,0,1,0,0,0,1,NA,13,12,27,1,95,3,1,4,NA,3,4,4,2,1,1,NA,1,5,4,4,1.11080844122786,1.64424924773927,0.693455598370828,0.448224848810157,1.11132788759726,0.70400136065139,0.453361184347281,1.64457100469632
"2389",2389,3209,1.2252,2,1,3,2,2,2,3,1,1,3,5,1,1,NA,NA,NA,1,1,NA,9,7,19,3,85,3,3,3,NA,2,3,4,4,1,2,NA,2,4,4,3,0.571104388827518,0.961673482111723,-0.0225384585709079,-0.611234622870276,0.571371453868005,-0.0228812133584061,-0.618238933593573,0.961861668381966
"2390",2390,3210,1.0367,3,2,3,2,3,2,1,3,1,4,7,1,1,1,0,0,0,1,NA,11,17,56,3,85,3,3,3,3,3,2,3,3,1,1,NA,1,4,4,4,1.11080844122786,-0.430691387858752,1.59050533870346,-0.0970508813387167,1.11132788759726,1.61469303182662,-0.0981630148852001,-0.430775668238126
"2391",2391,3211,0.6131,3,3,3,2,3,3,1,3,1,4,5,1,1,1,0,0,0,4,NA,10,11,73,4,40,2,4,4,3,2,1,1,3,3,NA,2,4,1,1,2,-1.4129400683429,-2.53284536217216,0.874511281761722,1.01794995611324,-1.41360080025801,0.887810457816822,1.02961493307398,-2.53334100516396
"2392",2392,3212,0.9119,3,3,3,2,3,2,3,3,1,4,3,1,1,1,0,0,0,1,NA,15,25,56,4,33,4,2,2,3,3,2,3,NA,1,2,NA,2,3,3,4,0.629361639637829,-0.430691387858752,0.158517224819986,0.417132860192843,0.629655947465013,0.160927883807026,0.421912903823173,-0.430775668238126
"2393",2393,3213,0.4612,2,2,3,1,3,2,1,3,3,4,4,1,1,1,0,0,0,1,NA,13,9,25,2,15,3,2,4,1,2,3,3,3,3,NA,3,3,4,4,2,0.0314003364271815,0.251884377768792,0.516514253290854,-0.666775988641804,0.0314150201387467,0.524369170811924,-0.674416763611896,0.251933668076226
"2394",2394,3214,0.4318,2,3,2,3,2,3,3,3,1,4,7,2,0,1,0,0,0,1,NA,10,12,51,5,50,4,4,4,NA,2,2,2,4,2,2,NA,6,2,3,5,1.16906569203817,-1.14048049220168,1.59050533870346,1.58767506341633,1.16961238119427,1.61469303182662,1.60586868180067,-1.14070366854387
"2395",2395,3215,1.5614,3,2,3,2,3,3,1,1,3,3,4,2,0,1,0,0,0,1,NA,14,24,64,4,40,4,2,4,3,3,3,3,2,1,1,NA,1,4,4,3,0.571104388827518,0.251884377768792,-0.380535487041776,0.503766214581685,0.571371453868005,-0.386322500363304,0.509539014365604,0.251933668076226
"2396",2396,3216,1.8467,2,3,3,1,3,1,3,3,NA,4,3,2,0,1,1,0,0,1,1,10,11,20,5,NA,2,2,4,NA,1,2,2,4,1,2,NA,2,2,3,1,-0.989750517563181,-1.14048049220168,0.158517224819986,-0.753409343030646,-0.990213353722762,0.160927883807026,-0.762042874154327,-1.14070366854387
"2397",2397,3217,0.4128,2,2,3,1,3,1,1,3,NA,3,2,2,0,1,0,0,0,1,NA,13,17,56,3,40,5,4,2,1,2,2,3,5,2,1,NA,7,3,1,2,-1.4129400683429,-0.430691387858752,-1.09652954398351,-1.26759308456221,-1.41360080025801,-1.1132050743731,-1.2821187928627,-0.430775668238126
"2398",2398,3218,0.6371,3,3,3,1,3,1,1,1,1,3,NA,1,1,1,0,0,0,1,NA,10,19,34,3,15,3,3,4,NA,2,3,3,5,2,1,NA,7,3,3,2,-0.450046465162844,0.251884377768792,-0.483579423675585,-0.753409343030646,-0.450256919993504,-0.490933483052761,-0.762042874154327,0.251933668076226
"2399",2399,3219,0,3,NA,3,3,3,3,1,NA,NA,NA,1,1,1,1,0,0,0,1,NA,13,25,75,NA,NA,NA,NA,NA,3,3,NA,NA,4,3,NA,3,3,NA,NA,NA,0,0,-0.970947148778795,1.18386733749263,-1.21394757586755e-16,-0.985712878325238,1.19743360873561,6.95455484492392e-17
"2400",2400,3220,1.0788,3,3,3,2,2,2,3,3,1,4,6,1,1,0,1,0,0,1,1,7,11,38,1,85,1,1,4,1,1,3,2,NA,1,1,NA,1,4,4,2,0.0314003364271815,-0.457904726574139,1.23250831023259,0.417132860192843,0.0314150201387467,1.25125174482172,0.421912903823173,-0.457994332229513
"2401",2401,3221,0.9995,2,3,3,2,3,2,1,3,3,4,3,1,1,1,0,0,0,1,NA,13,28,50,4,40,3,4,4,3,3,4,4,2,1,1,NA,1,5,4,5,1.65051249362819,1.64424924773927,0.158517224819986,0.417132860192843,1.65128432132652,0.160927883807026,0.421912903823173,1.64457100469632
"2402",2402,3222,0.7267,3,3,3,2,3,2,3,2,3,4,3,1,1,0,1,0,0,1,NA,8,NA,61,4,NA,1,5,5,NA,3,4,4,NA,1,1,NA,1,1,3,1,-0.989750517563181,1.64424924773927,0.158517224819986,0.417132860192843,-0.990213353722762,0.160927883807026,0.421912903823173,1.64457100469632
"2403",2403,3223,0.6182,2,1,1,1,2,1,2,2,NA,1,7,1,1,1,0,0,0,1,1,11,17,62,2,40,4,2,4,3,3,3,3,5,2,2,NA,6,4,4,2,0.0314003364271815,0.251884377768792,-1.10064388229443,-1.78177682609376,0.0314150201387467,-1.11738198169907,-1.80219471157107,0.251933668076226
"2404",2404,3224,1.5801,3,3,3,3,3,3,3,2,2,4,6,1,1,1,0,0,0,1,1,9,12,30,3,50,5,3,1,NA,2,2,2,NA,3,NA,3,3,3,4,2,0.0314003364271815,-1.14048049220168,1.23250831023259,1.58767506341633,0.0314150201387467,1.25125174482172,1.60586868180067,-1.14070366854387
"2405",2405,3225,1.5584,3,3,3,3,3,3,1,3,3,4,6,2,0,1,0,0,0,1,NA,9,2,27,3,0,5,1,1,NA,2,2,3,NA,3,NA,2,4,1,2,3,-0.391789214352533,-0.430691387858752,1.23250831023259,1.58767506341633,-0.391972426396496,1.25125174482172,1.60586868180067,-0.430775668238126
"2406",2406,3226,0.8462,2,2,2,3,2,2,2,3,2,4,3,1,1,1,0,0,0,4,NA,14,28,48,2,70,3,3,3,1,2,3,2,2,1,2,NA,2,1,3,3,0.0896575872374925,-0.457904726574139,0.158517224819986,0.472674225964371,0.0896995137357543,0.160927883807026,0.478090733841496,-0.457994332229513
"2407",2407,3227,0.5599,3,2,3,3,3,3,1,3,1,4,NA,2,0,0,1,0,0,1,NA,8,1,66,1,NA,1,5,1,NA,2,1,3,NA,1,1,NA,1,5,1,1,-1.95264412074323,-1.1132671534863,0.413470316657045,1.07349132188477,-1.95355723398726,0.419758188122468,1.0857927630923,-1.11348500455248
"2408",2408,3228,0.855,3,1,3,3,2,3,1,1,NA,2,3,2,0,1,0,0,1,4,NA,4,1,31,2,45,4,3,2,NA,2,3,2,3,1,1,NA,1,4,3,3,0.0896575872374925,-0.457904726574139,-1.63558225584527,0.559307580353212,0.0896995137357543,-1.66045545854343,0.565716844383927,-0.457994332229513
"2409",2409,3229,0.8627,3,1,3,1,2,1,3,3,NA,3,2,2,0,1,0,0,0,1,2,10,27,33,4,15,5,4,2,2,3,3,3,5,2,2,NA,6,2,2,4,0.147914838047804,0.251884377768792,-1.09652954398351,-1.78177682609376,0.147984007332762,-1.1132050743731,-1.80219471157107,0.251933668076226
"2410",2410,3230,0,3,NA,3,2,3,3,3,NA,NA,NA,7,2,0,1,0,0,0,4,NA,12,8,67,NA,NA,NA,NA,NA,1,2,NA,NA,4,2,2,NA,6,NA,NA,NA,0,0,1.17703502204641,0.614142230189542,-1.21394757586755e-16,1.19493484370415,0.621179860008917,6.95455484492392e-17
"2411",2411,3231,1.4022,3,3,3,1,3,3,1,3,2,3,4,2,0,1,0,0,0,1,NA,12,18,48,2,59,2,2,4,1,2,2,2,5,2,2,NA,6,3,2,4,0.147914838047804,-1.14048049220168,-0.380535487041776,0.448224848810157,0.147984007332762,-0.386322500363304,0.453361184347281,-1.14070366854387
"2412",2412,3232,0.7444,2,3,2,2,2,2,1,3,1,3,5,2,0,1,0,0,0,1,NA,14,22,62,4,70,4,4,5,3,2,3,2,5,3,NA,1,5,5,2,2,-0.93149326675287,-0.457904726574139,-0.0225384585709079,0.417132860192843,-0.931928860125755,-0.0228812133584061,0.421912903823173,-0.457994332229513
"2413",2413,3233,2.5919,2,2,2,2,2,2,3,3,1,4,6,2,0,1,0,0,0,1,2,9,21,59,2,73,4,2,2,NA,2,3,3,4,1,2,NA,2,3,3,3,0.0896575872374925,0.251884377768792,1.23250831023259,-0.0970508813387167,0.0896995137357543,1.25125174482172,-0.0981630148852001,0.251933668076226
"2414",2414,3234,1.3921,2,2,1,1,1,1,1,2,NA,3,6,1,1,1,0,0,0,1,NA,10,15,19,4,65,3,4,1,NA,2,3,3,5,5,NA,1,NA,1,3,4,0.629361639637829,0.251884377768792,0.33545856989996,-1.26759308456221,0.629655947465013,0.340560073646492,-1.2821187928627,0.251933668076226
"2415",2415,3235,1.4863,2,3,3,2,3,3,2,3,2,4,NA,2,0,1,0,0,0,1,NA,10,18,21,1,85,2,1,5,NA,3,3,2,3,1,1,NA,1,5,5,5,2.13195929521822,-0.457904726574139,0.413470316657045,1.01794995611324,2.13295626145877,0.419758188122468,1.02961493307398,-0.457994332229513
"2416",2416,3236,0.7938,3,3,3,2,2,3,3,3,1,3,NA,2,0,1,0,0,0,1,NA,9,17,64,4,40,3,4,2,3,2,3,3,6,2,1,NA,7,2,2,2,-0.93149326675287,0.251884377768792,-0.483579423675585,1.01794995611324,-0.931928860125755,-0.490933483052761,1.02961493307398,0.251933668076226
"2417",2417,3237,2.6871,1,1,3,1,3,1,1,3,2,3,2,2,0,1,0,0,0,1,2,9,25,51,5,6,5,5,4,NA,2,3,3,NA,2,2,NA,6,5,1,2,-1.4129400683429,0.251884377768792,-1.09652954398351,-1.78177682609376,-1.41360080025801,-1.1132050743731,-1.80219471157107,0.251933668076226
"2418",2418,3238,1.8529,1,1,1,3,1,1,1,1,NA,2,3,1,1,0,1,0,0,1,NA,7,9,23,3,NA,3,3,3,NA,2,1,1,2,1,1,NA,1,4,4,3,0.571104388827518,-2.53284536217216,-1.63558225584527,-0.64232661148759,0.571371453868005,-1.66045545854343,-0.649687214117681,-2.53334100516396
"2419",2419,3239,0.7508,3,3,3,2,1,3,3,3,3,4,4,2,0,0,1,0,0,1,NA,12,18,44,2,NA,1,2,4,NA,3,4,4,4,1,2,NA,2,4,4,4,1.11080844122786,1.64424924773927,0.516514253290854,1.01794995611324,1.11132788759726,0.524369170811924,1.02961493307398,1.64457100469632
"2420",2420,3240,0.3251,2,3,1,2,3,2,1,3,1,4,2,2,0,1,0,0,0,1,NA,10,7,72,1,70,1,1,5,NA,2,3,3,3,3,NA,2,4,5,5,4,1.59225524281788,0.251884377768792,-0.199479803650882,0.417132860192843,1.59299982772951,-0.202513403197872,0.421912903823173,0.251933668076226
"2421",2421,3241,0.796,2,1,3,1,2,1,1,2,1,4,1,1,1,1,0,0,0,1,NA,15,26,35,5,1,5,5,1,NA,1,2,2,4,3,NA,2,4,3,3,1,-0.989750517563181,-1.14048049220168,-0.55747683212175,-1.78177682609376,-0.990213353722762,-0.56595469020277,-1.80219471157107,-1.14070366854387
"2422",2422,3242,0.598,3,3,3,2,2,2,1,3,1,4,6,1,1,1,0,0,0,1,NA,13,24,72,1,60,2,1,5,3,3,3,3,4,1,1,NA,1,4,5,4,1.59225524281788,0.251884377768792,1.23250831023259,0.417132860192843,1.59299982772951,1.25125174482172,0.421912903823173,0.251933668076226
"2423",2423,3243,0.4815,2,1,3,2,2,3,1,2,1,3,3,2,0,1,0,0,0,1,NA,13,17,47,4,41,3,3,3,3,3,3,3,6,2,1,NA,7,2,3,4,0.629361639637829,0.251884377768792,-0.738532515512644,-0.0104175269498749,0.629655947465013,-0.749763787368202,-0.0105369043427694,0.251933668076226
"2424",2424,3244,0,3,NA,3,1,1,2,3,NA,NA,NA,2,2,0,1,0,0,0,1,NA,7,6,66,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,1,NA,7,NA,NA,NA,0,0,-0.612950120307927,-0.556399973033946,-1.21394757586755e-16,-0.62227159132034,-0.562775917968582,6.95455484492392e-17
"2425",2425,3245,0.3768,3,3,2,2,3,3,1,3,1,4,4,1,1,1,0,0,0,1,NA,10,12,69,5,16,5,4,1,NA,3,2,3,6,2,2,NA,6,1,1,2,-1.4129400683429,-0.430691387858752,0.516514253290854,1.01794995611324,-1.41360080025801,0.524369170811924,1.02961493307398,-0.430775668238126
"2426",2426,3246,0.8217,3,3,3,3,3,3,1,3,3,4,4,1,1,1,0,0,0,1,NA,12,24,52,1,50,2,2,4,3,3,4,4,2,1,1,NA,1,4,5,5,2.13195929521822,1.64424924773927,0.516514253290854,1.58767506341633,2.13295626145877,0.524369170811924,1.60586868180067,1.64457100469632
"2427",2427,3247,0.3856,2,1,2,1,2,1,3,3,2,3,NA,2,0,1,0,0,0,1,2,13,15,33,5,NA,3,3,4,3,2,3,2,5,1,2,NA,2,2,1,1,-1.95264412074323,-0.457904726574139,-0.483579423675585,-1.78177682609376,-1.95355723398726,-0.490933483052761,-1.80219471157107,-0.457994332229513
"2428",2428,3248,0.3828,2,3,2,1,1,1,1,3,2,3,2,2,0,1,0,0,0,1,NA,13,NA,NA,3,40,4,2,4,NA,3,4,3,4,3,NA,2,4,4,5,4,1.59225524281788,0.934460143396336,-1.09652954398351,-0.753409343030646,1.59299982772951,-1.1132050743731,-0.762042874154327,0.934643004390579
"2429",2429,3249,0.6725,3,1,3,1,2,1,3,3,NA,4,2,1,1,1,0,0,0,1,2,13,21,35,2,0,5,2,2,NA,3,4,4,5,2,2,NA,6,2,1,2,-1.4129400683429,1.64424924773927,-0.199479803650882,-1.78177682609376,-1.41360080025801,-0.202513403197872,-1.80219471157107,1.64457100469632
"2430",2430,3250,1.5599,2,3,2,2,2,3,3,3,2,4,NA,2,0,1,0,0,0,1,NA,9,18,60,5,NA,5,4,4,NA,1,2,2,NA,1,2,NA,2,3,2,3,-0.391789214352533,-1.14048049220168,0.413470316657045,1.01794995611324,-0.391972426396496,0.419758188122468,1.02961493307398,-1.14070366854387
"2431",2431,3251,0.8216,2,1,3,1,2,1,1,3,1,3,1,1,1,1,0,0,0,1,NA,14,24,43,3,50,5,4,1,NA,3,1,1,5,3,NA,1,5,1,4,2,0.0314003364271815,-2.53284536217216,-1.45452657245438,-1.78177682609376,0.0314150201387467,-1.476646361378,-1.80219471157107,-2.53334100516396
"2432",2432,3252,1.3878,2,2,3,1,2,3,3,2,1,4,NA,2,0,0,1,0,0,1,NA,10,7,51,1,50,3,2,1,NA,2,1,2,NA,1,1,NA,1,2,3,3,0.0896575872374925,-1.82305625782923,0.413470316657045,-0.0659588927214026,0.0896995137357543,0.419758188122468,-0.0667147343610921,-1.82341300485822
"2433",2433,3253,0.7802,3,3,3,1,3,2,1,3,1,4,3,2,0,1,0,0,0,4,NA,13,22,45,4,40,4,2,3,NA,2,2,2,2,1,1,NA,1,4,5,4,1.59225524281788,-1.14048049220168,0.158517224819986,-0.152592247110244,1.59299982772951,0.160927883807026,-0.154340844903523,-1.14070366854387
"2434",2434,3254,0.412,2,3,3,1,2,2,3,3,NA,3,4,2,0,1,0,0,0,1,NA,10,16,55,4,NA,2,2,4,NA,2,2,2,NA,3,NA,3,3,2,2,2,-0.93149326675287,-1.14048049220168,-0.380535487041776,-0.152592247110244,-0.931928860125755,-0.386322500363304,-0.154340844903523,-1.14070366854387
"2435",2435,3255,1.323,2,1,3,2,3,1,1,3,1,4,3,1,1,1,0,0,0,1,NA,13,9,24,5,0,4,5,4,NA,1,2,2,3,3,NA,3,3,2,4,4,1.11080844122786,-1.14048049220168,0.158517224819986,-1.21205171879068,1.11132788759726,0.160927883807026,-1.22594096284438,-1.14070366854387
"2436",2436,3256,1.3242,2,2,2,2,2,2,3,2,2,4,NA,2,0,0,0,0,0,1,NA,10,8,21,3,70,3,3,3,1,1,3,2,NA,1,2,NA,2,5,3,3,0.0896575872374925,-0.457904726574139,0.413470316657045,-0.0970508813387167,0.0896995137357543,0.419758188122468,-0.0981630148852001,-0.457994332229513
"2437",2437,3257,0.9995,1,1,1,1,1,1,3,1,NA,3,2,1,1,1,0,0,0,1,NA,13,25,47,4,0,4,4,1,1,3,3,3,6,5,NA,1,NA,4,3,4,0.629361639637829,0.251884377768792,-1.09652954398351,-1.78177682609376,0.629655947465013,-1.1132050743731,-1.80219471157107,0.251933668076226
"2438",2438,3258,1.621,3,3,3,2,3,3,1,3,3,4,5,2,0,0,1,0,0,1,NA,13,9,68,1,NA,1,1,5,3,2,4,4,2,1,1,NA,1,4,2,2,-0.93149326675287,1.64424924773927,0.874511281761722,1.01794995611324,-0.931928860125755,0.887810457816822,1.02961493307398,1.64457100469632
"2439",2439,3259,0.8771,3,3,3,2,3,2,1,2,2,4,NA,1,1,1,0,0,1,1,NA,10,14,39,3,20,3,3,4,NA,2,2,3,4,5,NA,3,NA,4,4,5,1.65051249362819,-0.430691387858752,0.413470316657045,0.417132860192843,1.65128432132652,0.419758188122468,0.421912903823173,-0.430775668238126
"2440",2440,3260,1.2225,2,2,2,1,2,2,1,2,1,4,5,2,0,0,0,1,0,4,NA,4,11,51,3,50,2,1,4,2,1,2,2,4,3,NA,3,3,4,2,4,0.147914838047804,-1.14048049220168,0.874511281761722,-0.666775988641804,0.147984007332762,0.887810457816822,-0.674416763611896,-1.14070366854387
"2441",2441,3261,1.3471,3,3,2,2,2,2,1,3,1,4,NA,2,0,1,0,0,0,1,NA,9,19,71,4,60,3,2,4,2,2,2,1,5,1,2,NA,2,3,2,4,0.147914838047804,-1.85026959654461,0.413470316657045,0.417132860192843,0.147984007332762,0.419758188122468,0.421912903823173,-1.8506316688496
"2442",2442,3262,0,2,NA,3,2,2,2,1,NA,NA,NA,3,1,1,1,0,0,0,1,NA,9,13,46,NA,NA,NA,NA,NA,NA,2,NA,NA,4,3,NA,1,5,NA,NA,NA,0,0,-0.254953091837059,0.013325134269141,-1.21394757586755e-16,-0.258830304315442,0.0134778307581137,6.95455484492392e-17
"2443",2443,3263,0.9418,2,3,2,1,3,1,1,3,NA,4,2,1,1,1,0,0,0,1,NA,13,18,58,5,10,4,4,3,1,3,4,4,3,3,NA,3,3,2,4,5,1.65051249362819,1.64424924773927,-0.199479803650882,-0.753409343030646,1.65128432132652,-0.202513403197872,-0.762042874154327,1.64457100469632
"2444",2444,3264,1.3996,2,3,3,2,3,3,3,3,1,3,6,1,1,1,0,0,1,1,NA,9,21,37,1,NA,2,1,5,NA,2,3,3,3,1,1,NA,1,4,4,4,1.11080844122786,0.251884377768792,0.33545856989996,1.01794995611324,1.11132788759726,0.340560073646492,1.02961493307398,0.251933668076226
"2445",2445,3265,0.7419,2,3,2,3,3,3,1,3,1,4,4,1,1,1,0,0,0,1,NA,14,23,67,1,90,1,1,5,3,3,4,4,2,1,2,NA,2,1,5,5,2.13195929521822,1.64424924773927,0.516514253290854,1.58767506341633,2.13295626145877,0.524369170811924,1.60586868180067,1.64457100469632
"2446",2446,3266,0,1,NA,3,2,3,2,1,NA,NA,NA,3,1,1,1,0,0,0,1,2,14,28,50,NA,NA,NA,NA,NA,NA,3,NA,NA,5,3,NA,1,5,NA,NA,NA,0,0,-0.254953091837059,0.013325134269141,-1.21394757586755e-16,-0.258830304315442,0.0134778307581137,6.95455484492392e-17
"2447",2447,3267,0.9677,2,2,3,2,3,2,1,3,3,4,5,1,1,1,0,0,0,1,NA,13,24,50,3,0,3,2,1,1,1,3,4,4,3,NA,2,4,2,5,2,0.512847138017207,0.961673482111723,0.874511281761722,-0.0970508813387167,0.513086960270998,0.887810457816822,-0.0981630148852001,0.961861668381966
"2448",2448,3268,0.6451,2,1,2,1,2,1,1,3,NA,3,3,1,1,1,0,0,0,1,NA,13,23,NA,5,16,5,3,1,NA,1,2,1,6,2,2,NA,6,2,1,4,-0.333531963542222,-1.85026959654461,-0.738532515512644,-1.78177682609376,-0.333687932799489,-0.749763787368202,-1.80219471157107,-1.8506316688496
"2449",2449,3269,0.7201,3,1,2,2,2,2,3,2,2,3,2,2,0,1,0,0,0,1,NA,13,3,25,3,22,3,3,3,2,1,2,2,6,2,1,NA,7,2,2,3,-0.391789214352533,-1.14048049220168,-1.09652954398351,-0.611234622870276,-0.391972426396496,-1.1132050743731,-0.618238933593573,-1.14070366854387
"2450",2450,3270,0,3,NA,3,3,3,2,1,NA,NA,NA,5,1,1,1,0,0,0,1,NA,3,6,73,NA,NA,NA,NA,NA,NA,3,NA,NA,2,1,1,NA,1,NA,NA,NA,0,0,0.461040965104677,0.583050241572228,-1.21394757586755e-16,0.468052269694354,0.58973157948481,6.95455484492392e-17
"2451",2451,3271,2.2967,3,3,3,2,3,3,1,1,2,4,4,2,0,1,0,0,1,1,NA,9,12,60,5,84,3,3,4,1,3,2,3,NA,1,2,NA,2,2,2,2,-0.93149326675287,-0.430691387858752,0.516514253290854,1.01794995611324,-0.931928860125755,0.524369170811924,1.02961493307398,-0.430775668238126
"2452",2452,3272,0.8469,3,2,3,2,3,3,2,3,1,4,3,2,0,0,1,0,0,1,NA,9,1,37,4,NA,1,3,5,3,3,4,4,NA,1,1,NA,1,4,1,5,0.206172088858114,1.64424924773927,0.158517224819986,0.503766214581685,0.206268500929769,0.160927883807026,0.509539014365604,1.64457100469632
"2453",2453,3273,0.9445,2,3,3,1,3,2,1,3,2,3,2,2,0,1,0,0,0,1,NA,15,28,28,2,85,2,4,5,3,3,3,3,1,1,1,NA,1,4,4,2,0.0314003364271815,0.251884377768792,-1.09652954398351,-0.152592247110244,0.0314150201387467,-1.1132050743731,-0.154340844903523,0.251933668076226
"2454",2454,3274,0.9069,3,1,1,1,1,1,3,3,NA,4,2,1,1,1,0,0,0,1,NA,13,21,58,5,30,5,5,1,3,3,3,3,6,2,2,NA,6,2,2,4,0.147914838047804,0.251884377768792,-0.199479803650882,-1.78177682609376,0.147984007332762,-0.202513403197872,-1.80219471157107,0.251933668076226
"2455",2455,3275,0.6764,2,1,1,2,1,2,3,2,NA,1,1,1,1,1,0,0,0,1,NA,13,28,38,2,15,2,2,4,3,3,4,4,6,2,1,NA,7,4,4,5,1.65051249362819,1.64424924773927,-3.24862605311964,-0.611234622870276,1.65128432132652,-3.29802970372846,-0.618238933593573,1.64457100469632
"2456",2456,3276,2.4931,2,3,3,2,3,2,3,3,1,4,4,2,0,1,0,0,0,1,NA,9,22,68,2,87,2,3,4,3,3,4,4,3,1,1,NA,1,3,5,4,1.59225524281788,1.64424924773927,0.516514253290854,0.417132860192843,1.59299982772951,0.524369170811924,0.421912903823173,1.64457100469632
"2457",2457,3277,1.5538,3,3,2,2,3,3,1,3,2,4,4,1,1,1,0,0,0,1,NA,9,11,84,5,3,5,5,4,3,1,3,3,4,3,NA,2,4,4,2,3,-0.391789214352533,0.251884377768792,0.516514253290854,1.01794995611324,-0.391972426396496,0.524369170811924,1.02961493307398,0.251933668076226
"2458",2458,3278,0.9696,3,1,3,3,3,3,1,1,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,11,16,31,3,98,3,3,3,NA,2,NA,NA,NA,1,1,NA,1,1,1,NA,-0.800600721521334,0,1.59050533870346,0.559307580353212,-0.800975105729001,1.61469303182662,0.565716844383927,6.95455484492392e-17
"2459",2459,3279,1.004,3,3,3,2,3,2,3,3,1,4,3,1,1,1,0,0,0,1,NA,13,24,62,4,60,2,2,3,NA,2,3,3,NA,1,2,NA,2,3,2,2,-0.93149326675287,0.251884377768792,0.158517224819986,0.417132860192843,-0.931928860125755,0.160927883807026,0.421912903823173,0.251933668076226
"2460",2460,3280,0.8168,2,2,1,1,1,2,1,3,NA,3,5,1,1,1,0,0,0,1,2,12,25,65,5,0,2,4,5,3,3,4,4,5,2,1,NA,7,1,2,1,-1.47119731915321,1.64424924773927,-0.0225384585709079,-0.666775988641804,-1.47188529385501,-0.0228812133584061,-0.674416763611896,1.64457100469632
