"","X1","ID","weights","consq","branches","crit","facts","cong_courts","vote_duty","vote_2020","vote_house","yrs_sen","sen_diff","vote_2012","vote_sen","reg","ss","school","welfare","highway","poor","healthcare","tax_mill","ubi","red_ineq","min_wage","chance_life","job_gov","fair","reduce_extra","state","wy","ny","cong_dist","census_region","county","zip","sex","race","hisp","born","class","fs","educ","income","age","black","white","amind","asian","pi","black_favors","blm","black_deserve","black_try","slave","vote_2012_choice","dem_feel","rep_feel","lib_con_spec","lib_con_binary","int_camp","int_pol","int_med","party_reg","party_id","strong_weak","ind","seven_point","partisanship","lib_pca1","rr_pca1","pol_pca1","redist_pca1","spend_pca1","lib_pca1_scaled","redist_pca1_scaled","spend_pca1_scaled","rr_pca1_scaled","pol_pca1_scaled"
"4834",4834,NA,NA,5,5,5,5,3,NA,NA,NA,2,4,1,NA,1,2,3,3,2,3,NA,NA,NA,NA,NA,NA,4,NA,NA,6,0,0,49,4,NA,NA,2,1,0,1,NA,NA,7,20,68,0,1,0,0,0,NA,NA,NA,NA,NA,1,70,5,2,NA,3,NA,NA,1,1,1,NA,1,65,1.10393827257458,0,0,0.0379996348847694,1.21871791328657,1.10435909199692,0.0386418291412352,1.21941989417739,4.82707614439631e-17,1.10714582678795e-16
"4835",4835,NA,0.4469496,4,5,3,5,3,1,1,1,6,0,1,1,1,3,1,2,2,2,2,2,2,2,3,2,2,4,4,19,0,0,1,2,NA,NA,1,1,0,1,3,0,3,20,61,0,1,0,0,0,2,30,4,3,4,2,15,85,4,2,1,3,2,3,3,NA,1,5,NA,-0.115187688989856,-0.237222302605082,-0.505168755763859,-0.766579221612216,-1.24890925666788,-0.115231598344161,-0.779534419069725,-1.24962862775695,-0.237289175344906,-0.50524067600751
"4836",4836,NA,0.348309,5,5,5,3,2,NA,1,1,6,0,1,1,1,2,3,2,3,2,NA,3,2,2,3,5,2,3,4,25,0,0,8,1,NA,NA,2,1,0,1,3,0,8,NA,62,0,1,0,0,0,3,60,5,2,2,5,70,30,4,1,3,3,3,3,3,NA,3,3,40,0.145183534240702,-0.267832957872501,0.185568193548252,-0.766579221612216,-0.0437844755695834,0.145238877961026,-0.779534419069725,-0.0438096954049769,-0.267908459726717,0.18559461265977
"4837",4837,NA,0.07707142,5,4,4,4,2,1,1,1,2,4,1,1,1,3,3,3,3,3,1,3,1,3,4,5,3,2,7,33,0,0,1,1,NA,NA,2,1,0,1,1,1,3,4,55,0,1,0,0,0,1,90,3,1,4,1,85,0,2,NA,3,3,3,1,1,1,NA,1,85,0.323657901142649,-1.46859653925251,0.185568193548252,0.531169605147656,1.21871791328657,0.323781278993005,0.540146377442165,1.21941989417739,-1.46901053520988,0.18559461265977
"4838",4838,NA,1.209501,2,1,4,1,2,3,NA,NA,1,5,1,NA,1,3,3,2,2,3,1,2,2,1,1,5,NA,4,2,22,0,0,2,3,NA,NA,2,2,0,0,3,0,1,1,56,1,0,0,0,0,1,1,5,1,1,1,100,0,NA,2,2,2,1,1,1,2,NA,2,100,-2.96643407746152,-1.46859653925251,-1.86969766130516,-1.92918613922456,0.63392441702595,-2.96756487716827,-1.96178940665122,0.634289557163895,-1.46901053520988,-1.86996384782169
"4839",4839,NA,2.79088,5,5,5,4,2,3,1,0,8,2,0,2,1,3,3,3,2,3,3,3,3,3,4,5,6,2,5,48,0,0,29,3,NA,NA,2,3,1,1,4,0,6,22,23,0,0,1,0,0,2,85,2,2,4,NA,85,15,2,NA,3,3,3,1,1,1,NA,1,70,0.624560903407639,-0.657883933243365,0.185568193548252,1.23437093613236,1.21871791328657,0.624798984978973,1.25523181882074,1.21941989417739,-0.658069390093834,0.18559461265977
"4840",4840,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,15,1,NA,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0,0,8,1,NA,NA,2,3,1,0,NA,NA,1,NA,79,0,0,1,0,0,NA,NA,NA,NA,NA,1,70,0,NA,2,1,NA,NA,3,3,NA,3,3,70,-0.293662055891803,0,0,0,1.21871791328657,-0.29377399937614,-2.85825663801539e-17,1.21941989417739,4.82707614439631e-17,1.10714582678795e-16
"4841",4841,NA,0.1850236,5,5,5,4,3,NA,1,0,6,0,1,1,1,2,3,2,3,3,NA,3,2,3,4,4,4,3,6,25,0,0,9,1,NA,NA,2,1,0,1,3,0,NA,6,80,0,1,0,0,0,1,85,3,1,4,1,NA,NA,NA,1,3,4,4,1,1,1,NA,1,0,0.624560903407639,-1.46859653925251,1.55009709908956,0.765570048809224,0.63392441702595,0.624798984978973,0.778508191235025,0.634289557163895,-1.46901053520988,1.55031778447395
"4842",4842,NA,0.2286625,5,5,5,5,3,3,1,1,6,0,1,NA,1,2,3,2,3,2,NA,3,3,2,4,4,3,2,4,36,0,1,27,1,NA,NA,2,1,0,1,3,0,6,7,80,0,1,0,0,0,2,85,2,1,5,1,70,30,4,1,2,3,3,3,3,NA,3,3,40,1.10393827257458,-1.07854556388165,0.185568193548252,-0.00211899099824636,-0.0437844755695834,1.10435909199692,-0.00215480196992291,-0.0438096954049769,-1.07884960484276,0.18559461265977
"4843",4843,NA,2.597398,5,3,3,4,1,NA,NA,NA,2,4,1,NA,1,3,3,3,3,3,1,3,1,3,3,5,5,1,7,12,0,0,11,3,NA,NA,1,3,1,1,2,1,2,15,80,0,0,1,0,0,4,85,2,2,4,1,70,40,5,NA,3,3,2,1,1,1,NA,1,30,0.0227548988776589,0.122218017498362,-0.505168755763859,0.46991070551839,1.21871791328657,0.0227635730070367,0.477852201720941,1.21941989417739,0.122252470640399,-0.50524067600751
"4844",4844,NA,0.8019989,5,5,5,5,3,3,1,1,8,2,1,1,1,3,3,3,2,3,3,3,1,3,4,5,6,1,7,34,0,0,7,1,NA,NA,1,1,0,1,2,1,6,15,39,0,1,0,0,0,1,100,1,1,5,1,60,0,2,NA,3,3,3,1,1,2,NA,2,60,1.10393827257458,-1.46859653925251,0.185568193548252,1.23437093613236,1.21871791328657,1.10435909199692,1.25523181882074,1.21941989417739,-1.46901053520988,0.18559461265977
"4845",4845,NA,4.086408,5,5,4,5,3,NA,1,1,2,4,0,1,1,2,2,2,2,3,NA,3,2,3,3,3,5,1,5,41,0,0,2,4,NA,NA,2,4,0,0,3,0,2,16,18,0,0,0,1,0,4,70,2,1,4,NA,40,60,5,NA,1,1,2,2,2,2,NA,6,NA,0.803035270309587,-0.298443613139921,-1.85275266822225,0.46991070551839,0.0313620264768003,0.803341386010952,0.477852201720941,0.0313800909879099,-0.298527744108529,-1.85301644230131
"4846",4846,NA,1.544259,5,5,5,2,1,1,1,1,4,2,1,1,1,3,3,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,46,0,0,1,2,NA,NA,2,2,0,1,NA,NA,3,10,29,1,0,0,0,0,NA,100,NA,NA,NA,1,50,50,3,NA,1,NA,NA,3,3,NA,2,4,0,-0.334193834926236,0,0,-0.665201696099935,0.0491309207653262,-0.33432122905692,-0.676443612237344,0.0491592201504009,4.82707614439631e-17,1.10714582678795e-16
"4847",4847,NA,1.031792,5,5,5,5,3,NA,1,1,6,0,1,NA,1,3,3,3,3,3,3,3,3,3,4,5,6,1,7,24,0,0,8,3,NA,NA,2,3,1,1,4,NA,7,17,67,0,0,1,0,0,3,100,2,1,5,1,85,0,1,NA,3,4,4,1,1,1,NA,1,85,1.10393827257458,-0.688494588510784,1.55009709908956,1.23437093613236,1.21871791328657,1.10435909199692,1.25523181882074,1.21941989417739,-0.688688674475645,1.55031778447395
"4848",4848,NA,0.1005758,5,5,5,5,3,NA,1,1,6,0,1,1,1,3,3,2,2,2,1,3,2,3,4,5,4,3,6,48,0,0,27,3,NA,NA,2,3,1,1,3,0,7,1,68,0,0,1,0,0,3,50,3,1,5,1,60,40,4,1,3,3,3,2,2,2,NA,6,20,1.10393827257458,-0.688494588510784,0.185568193548252,0.765570048809224,-0.0437844755695834,1.10435909199692,0.778508191235025,-0.0438096954049769,-0.688688674475645,0.18559461265977
"4849",4849,NA,3.62292,4,4,1,4,3,NA,1,1,6,0,0,1,1,2,3,1,2,1,NA,1,3,2,3,2,1,4,4,27,0,0,6,2,NA,NA,1,1,0,1,2,0,3,18,22,0,1,0,0,0,5,20,3,4,1,NA,10,90,6,NA,1,1,2,2,2,1,NA,7,NA,-1.19637106268677,1.35359225414579,-1.85275266822225,-1.00097966527378,-1.30628686442574,-1.19682711733404,-1.01789623286258,-1.30703928498734,1.35397383050537,-1.85301644230131
"4850",4850,NA,1.389633,5,5,5,4,3,1,NA,NA,2,4,1,NA,1,2,2,2,2,2,NA,1,2,1,3,3,1,3,2,6,0,0,21,4,NA,NA,2,3,1,1,2,1,3,9,NA,0,0,1,0,0,3,70,5,1,1,2,0,70,4,2,2,3,2,5,5,NA,1,NA,NA,0.624560903407639,-0.688494588510784,-0.505168755763859,-1.53426826141969,-0.646346866118733,0.624798984978973,-1.56019741227467,-0.646719161580963,-0.688688674475645,-0.50524067600751
"4851",4851,NA,0.5972048,5,5,4,5,3,NA,1,0,6,0,1,NA,1,2,2,1,2,2,1,1,2,1,1,3,1,5,1,49,0,0,1,4,NA,NA,1,1,0,1,2,0,3,18,41,0,1,0,0,0,5,0,5,3,1,2,5,65,6,NA,2,3,3,2,2,1,NA,7,NA,0.803035270309587,0.932930623507509,0.185568193548252,-2.59438783532449,-1.23114036237936,0.803341386010952,-2.63823301888856,-1.23184949859446,0.933193615756443,0.18559461265977
"4852",4852,NA,1.359627,5,3,1,3,2,2,1,1,4,2,0,NA,1,3,3,1,2,3,NA,1,1,3,4,5,7,1,5,6,0,0,24,4,NA,NA,2,3,1,1,1,1,2,3,41,0,0,1,0,0,3,100,1,3,5,NA,100,0,NA,2,3,2,2,1,1,2,NA,2,100,-1.05842847481926,0.152828672765782,-1.17896071199305,1.46877137979393,0.0491309207653262,-1.05883194598285,1.4935936326136,0.0491592201504009,0.152871755022211,-1.17912855915441
"4853",4853,NA,0.7186814,3,3,4,5,3,3,NA,NA,3,3,0,NA,0,1,1,2,3,2,NA,1,2,1,1,3,5,3,1,21,0,0,2,3,NA,NA,2,1,0,1,3,1,7,11,36,0,1,0,0,0,1,100,4,3,2,NA,60,70,4,2,2,3,2,1,1,2,NA,2,NA,-0.431604643759318,-0.627273277975945,-0.505168755763859,-1.65678606067822,-1.24890925666788,-0.431769170727337,-1.68478576371712,-1.24962862775695,-0.627450105712022,-0.50524067600751
"4854",4854,NA,0.1153658,5,5,1,4,3,2,1,1,6,0,1,NA,1,2,3,2,3,3,NA,2,2,1,3,2,1,4,2,39,0,0,5,2,NA,NA,1,NA,NA,NA,2,0,7,1,NA,0,0,0,0,0,5,100,4,3,1,5,40,88,5,NA,2,2,2,2,2,1,NA,7,NA,-0.579051105652321,0.932930623507509,-1.17896071199305,-1.53426826141969,0.63392441702595,-0.5792718389649,-1.56019741227467,0.634289557163895,0.933193615756443,-1.17912855915441
"4855",4855,NA,0.2460621,5,5,5,4,3,3,1,1,2,4,1,1,1,3,3,3,3,3,1,3,1,3,4,5,7,2,7,25,0,0,2,1,NA,NA,2,NA,NA,1,NA,NA,6,5,NA,0,0,0,0,0,1,100,1,1,5,1,85,15,2,NA,3,3,3,1,1,1,NA,1,70,0.624560903407639,-1.46859653925251,0.185568193548252,1.46877137979393,1.21871791328657,0.624798984978973,1.4935936326136,1.21941989417739,-1.46901053520988,0.18559461265977
"4856",4856,NA,1.922678,3,3,3,4,2,1,1,1,4,2,0,1,0,1,3,1,3,3,2,1,1,2,1,4,NA,4,4,23,0,0,2,1,NA,NA,1,1,0,1,2,0,2,8,30,0,1,0,0,0,5,0,4,4,2,NA,0,85,6,NA,2,3,2,2,2,1,NA,7,NA,-1.21188501519125,1.35359225414579,-0.505168755763859,-1.39589754307865,0.0491309207653262,-1.21234698373125,-1.41948822723913,0.0491592201504009,1.35397383050537,-0.50524067600751
"4857",4857,NA,1.651708,5,5,4,5,2,3,1,1,6,0,1,NA,1,2,2,2,3,2,NA,2,2,2,3,3,4,2,4,36,0,1,1,1,NA,NA,2,1,0,1,3,0,6,20,NA,0,1,0,0,0,4,40,2,2,2,2,60,30,4,1,2,2,2,3,3,NA,2,4,30,0.803035270309587,0.122218017498362,-1.17896071199305,-0.29777833428908,-0.646346866118733,0.803341386010952,-0.302810791484006,-0.646719161580963,0.122252470640399,-1.17912855915441
"4858",4858,NA,NA,5,4,3,4,1,NA,NA,NA,6,0,0,NA,0,2,2,2,2,3,NA,NA,NA,NA,NA,NA,3,NA,NA,25,0,0,2,1,NA,NA,1,3,1,1,NA,NA,2,6,20,0,0,1,0,0,NA,NA,NA,NA,NA,NA,50,70,4,2,2,NA,NA,5,5,NA,1,NA,NA,0.0227548988776589,0,0,-0.196400808776799,0.0313620264768003,0.0227635730070367,-0.199719984651624,0.0313800909879099,4.82707614439631e-17,1.10714582678795e-16
"4859",4859,NA,1.236984,5,5,4,4,1,NA,1,1,6,0,1,NA,1,3,3,2,3,3,NA,3,2,1,3,3,1,5,1,24,0,0,1,3,NA,NA,1,1,0,1,3,0,6,21,53,0,1,0,0,0,5,0,5,4,2,5,10,100,7,NA,3,3,4,2,2,1,NA,7,NA,0.323657901142649,1.35359225414579,0.876305142860362,-1.53426826141969,0.63392441702595,0.323781278993005,-1.56019741227467,0.634289557163895,1.35397383050537,0.87642990132705
"4860",4860,NA,1.52505,5,4,1,4,1,NA,1,1,4,2,1,NA,1,3,3,1,3,1,NA,1,2,2,3,2,3,2,4,18,0,0,8,2,NA,NA,2,1,0,1,3,0,3,19,47,0,1,0,0,0,4,10,5,3,1,1,25,75,4,2,2,2,2,2,2,1,NA,7,NA,-0.579051105652321,0.542879648136645,-1.17896071199305,-0.532178777950648,-1.30628686442574,-0.5792718389649,-0.541172605276866,-1.30703928498734,0.543032685389327,-1.17912855915441
"4861",4861,NA,0.6077871,5,4,2,5,1,1,1,1,2,4,1,1,1,3,2,3,2,3,2,3,2,3,4,3,5,3,7,13,0,0,4,3,NA,NA,1,1,0,1,2,1,2,9,43,0,1,0,0,0,4,59,4,4,2,2,15,85,5,NA,2,2,2,2,2,1,NA,7,NA,0.201229265779606,0.963541278774928,-1.17896071199305,0.999970492470792,0.616155522737424,0.201305974039015,1.01687000502788,0.616510428001404,0.963812900138255,-1.17912855915441
"4862",4862,NA,0.6019621,5,5,1,5,3,NA,1,1,4,2,1,1,1,3,3,1,2,3,3,3,2,3,4,5,7,1,7,40,0,0,3,3,NA,NA,2,6,0,1,1,1,4,5,63,0,0,0,0,0,5,0,5,5,1,2,0,85,NA,2,1,3,1,1,1,2,NA,2,NA,-0.0996737364853837,1.77425388478407,-1.19590570507597,1.46877137979393,0.0491309207653262,-0.0997117319469529,1.4935936326136,0.0491592201504009,1.7747540452543,-1.19607596467479
"4863",4863,NA,0.5487453,3,3,3,3,3,2,NA,NA,10,4,0,NA,1,1,2,3,3,3,NA,3,1,3,4,3,7,2,6,20,0,0,2,2,NA,NA,2,1,0,0,3,0,2,1,22,0,1,0,0,0,3,15,2,3,4,NA,50,85,6,NA,1,2,2,2,2,1,NA,7,NA,-1.69126238435818,0.152828672765782,-1.17896071199305,1.46877137979393,0.616155522737424,-1.6919070907492,1.4935936326136,0.616510428001404,0.152871755022211,-1.17912855915441
"4864",4864,NA,0.3532757,5,5,5,5,2,NA,NA,NA,6,0,1,NA,1,3,1,1,3,2,NA,NA,NA,1,NA,NA,1,NA,1,6,0,0,50,4,NA,NA,1,1,0,1,NA,NA,7,18,80,0,1,0,0,0,NA,0,NA,NA,NA,2,15,70,6,NA,3,NA,NA,2,2,1,NA,7,NA,1.10393827257458,0,0,-1.28527784878082,-1.83370275292851,1.10435909199692,-1.30699905886488,-1.83475896477044,4.82707614439631e-17,1.10714582678795e-16
"4865",4865,NA,0.5665767,5,5,5,4,3,3,1,1,6,0,1,NA,1,3,3,3,3,3,3,3,1,2,4,5,4,1,4,6,0,0,7,4,NA,NA,2,1,0,1,2,1,6,6,73,0,1,0,0,0,1,100,2,1,5,1,85,0,2,NA,3,3,3,1,1,1,NA,1,85,0.624560903407639,-1.46859653925251,0.185568193548252,0.232281452663322,1.21871791328657,0.624798984978973,0.236207011822937,1.21941989417739,-1.46901053520988,0.18559461265977
"4866",4866,NA,1.705095,5,5,5,4,3,NA,1,1,4,2,1,NA,1,3,3,1,3,2,3,3,2,3,4,4,4,1,7,4,0,0,6,4,NA,NA,1,6,0,1,3,0,6,20,31,0,0,0,0,0,4,0,4,2,4,1,40,15,3,NA,1,3,2,3,3,NA,3,3,25,0.624560903407639,0.122218017498362,-0.505168755763859,0.765570048809224,-0.628577971830207,0.624798984978973,0.778508191235025,-0.628940032418472,0.122252470640399,-0.50524067600751
"4867",4867,NA,0.8335035,4,4,4,4,3,NA,1,0,NA,15,0,NA,1,2,2,2,3,2,1,2,3,2,4,3,5,3,4,42,0,0,6,1,NA,NA,1,1,0,1,3,0,3,NA,57,0,1,0,0,0,3,50,3,3,3,NA,50,50,4,NA,2,2,2,3,3,NA,3,3,0,-0.293662055891803,0.152828672765782,-1.17896071199305,0.46668189632489,-0.646346866118733,-0.29377399937614,0.474568825615796,-0.646719161580963,0.152871755022211,-1.17912855915441
"4868",4868,NA,1.613278,5,5,5,4,3,NA,1,1,4,2,1,1,1,3,3,2,3,3,3,3,2,3,4,5,NA,1,7,45,0,0,1,3,NA,NA,1,2,0,1,3,1,1,8,71,1,0,0,0,0,1,50,1,1,5,1,85,60,NA,2,2,1,3,1,1,1,NA,1,25,0.624560903407639,-1.46859653925251,-1.16201571891013,0.727570413924454,0.63392441702595,0.624798984978973,0.73986636209379,0.634289557163895,-1.46901053520988,-1.16218115363403
"4869",4869,NA,0.3012591,5,4,3,3,3,3,1,1,6,0,1,1,1,3,3,2,3,3,NA,3,2,3,4,5,2,1,6,37,0,0,8,3,NA,NA,1,6,0,1,2,0,3,7,64,0,0,0,0,0,1,100,1,1,5,1,100,0,NA,1,3,4,4,1,1,1,NA,1,100,-0.456622470289279,-1.46859653925251,1.55009709908956,0.296769161486088,0.63392441702595,-0.45679653401091,0.301784563649306,0.634289557163895,-1.46901053520988,1.55031778447395
"4870",4870,NA,0.4571887,5,5,5,4,3,3,1,1,6,0,1,NA,1,3,3,2,3,2,1,3,3,3,4,4,4,2,6,42,0,0,14,1,NA,NA,2,1,0,1,3,1,3,8,69,0,1,0,0,0,2,70,2,1,4,1,70,40,2,NA,3,3,4,1,1,1,NA,1,30,0.624560903407639,-1.07854556388165,0.876305142860362,0.765570048809224,-0.0437844755695834,0.624798984978973,0.778508191235025,-0.0438096954049769,-1.07884960484276,0.87642990132705
"4871",4871,NA,0.7374263,4,5,3,4,2,NA,1,1,4,2,1,NA,1,2,2,2,2,2,NA,3,2,1,3,2,2,2,1,36,0,1,19,1,NA,NA,2,1,0,1,3,1,3,13,67,0,1,0,0,0,5,0,4,4,1,2,15,100,6,NA,3,4,4,2,2,1,NA,7,NA,-0.594565058156793,1.35359225414579,1.55009709908956,-1.29986781775812,-0.646346866118733,-0.594791705362108,-1.32183559848181,-0.646719161580963,1.35397383050537,1.55031778447395
"4872",4872,NA,0.1647645,5,5,5,5,3,3,1,1,6,0,1,1,1,3,3,3,3,3,3,3,1,3,4,2,4,2,7,37,0,0,6,3,NA,NA,2,1,0,1,3,0,7,15,58,0,1,0,0,0,1,85,2,1,5,1,90,0,1,NA,3,4,4,1,1,1,NA,1,90,1.10393827257458,-1.46859653925251,1.55009709908956,0.765570048809224,1.21871791328657,1.10435909199692,0.778508191235025,1.21941989417739,-1.46901053520988,1.55031778447395
"4873",4873,NA,0.4967479,5,5,3,5,3,1,1,1,10,4,0,2,0,3,3,2,2,3,1,3,1,3,1,5,5,5,6,27,0,0,8,2,NA,NA,2,1,0,1,2,0,2,3,19,0,1,0,0,0,2,100,1,1,5,NA,50,50,NA,1,1,2,2,3,3,NA,2,4,0,0.502132268044597,-1.07854556388165,-1.17896071199305,-0.590208868386414,0.63392441702595,0.502323680024984,-0.600183404892945,0.634289557163895,-1.07884960484276,-1.17912855915441
"4874",4874,NA,5.352709,5,5,5,5,3,NA,NA,NA,8,2,0,NA,1,2,2,2,3,3,3,3,2,3,3,5,4,1,5,12,0,0,12,3,NA,NA,1,1,0,1,3,0,2,17,42,0,1,0,0,0,4,65,2,2,4,NA,90,0,3,NA,3,4,4,1,1,1,NA,1,90,1.10393827257458,0.122218017498362,1.55009709908956,0.235510261856822,0.0313620264768003,1.10435909199692,0.239490387928082,0.0313800909879099,0.122252470640399,1.55031778447395
"4875",4875,NA,0.5374204,5,5,4,5,3,NA,NA,NA,8,2,0,NA,1,3,3,2,2,3,3,3,3,3,4,5,5,5,7,48,0,0,17,3,NA,NA,2,4,0,0,3,1,6,5,24,0,0,0,1,0,1,100,1,1,5,NA,70,30,3,NA,1,2,2,1,1,2,NA,2,40,0.803035270309587,-1.46859653925251,-1.17896071199305,0.999970492470792,0.63392441702595,0.803341386010952,1.01687000502788,0.634289557163895,-1.46901053520988,-1.17912855915441
"4876",4876,NA,0.4923916,5,5,4,5,2,3,1,1,6,0,1,1,1,3,2,2,3,2,NA,2,3,1,1,1,2,3,1,31,0,0,2,2,NA,NA,1,1,0,1,3,0,3,16,77,0,1,0,0,0,4,50,3,4,4,2,0,60,6,NA,3,3,3,2,2,1,NA,7,NA,0.803035270309587,0.963541278774928,0.185568193548252,-2.35998739166292,-0.646346866118733,0.803341386010952,-2.3998712050957,-0.646719161580963,0.963812900138255,0.18559461265977
"4877",4877,NA,0.3351176,5,5,5,5,3,1,1,1,6,0,1,NA,1,3,3,3,3,3,3,3,1,3,4,5,7,1,7,12,0,0,3,3,NA,NA,1,1,0,1,2,1,7,13,37,0,1,0,0,0,5,100,1,1,5,1,30,0,1,NA,3,4,4,3,3,NA,3,3,30,1.10393827257458,0.0916073622309428,1.55009709908956,1.46877137979393,1.21871791328657,1.10435909199692,1.4935936326136,1.21941989417739,0.0916331862585876,1.55031778447395
"4878",4878,NA,0.3903161,4,4,4,3,3,3,1,1,NA,11,1,1,1,3,1,1,3,2,NA,2,2,1,3,3,2,4,1,47,0,0,5,3,NA,NA,1,1,0,1,3,0,3,1,55,0,1,0,0,0,2,0,5,3,2,2,0,70,7,NA,3,4,4,2,2,1,NA,7,NA,-0.773039425058741,-0.237222302605082,1.55009709908956,-1.29986781775812,-1.83370275292851,-0.773334106394086,-1.32183559848181,-1.83475896477044,-0.237289175344906,1.55031778447395
"4879",4879,NA,0.2572153,5,5,5,4,3,NA,1,1,6,0,1,1,1,2,2,2,3,2,NA,3,2,3,3,4,6,1,5,35,0,0,1,4,NA,NA,2,1,0,1,3,1,6,6,69,0,1,0,0,0,2,60,2,1,2,1,60,60,4,2,3,3,2,3,3,NA,2,4,0,0.624560903407639,-1.07854556388165,-0.505168755763859,0.704311149179958,-0.646346866118733,0.624798984978973,0.716214015513801,-0.646719161580963,-1.07884960484276,-0.50524067600751
"4880",4880,NA,0.5199582,5,5,5,5,3,NA,1,1,6,0,1,1,1,2,2,2,3,3,1,3,3,3,4,5,4,1,7,47,0,0,2,3,NA,NA,2,1,0,1,3,0,8,21,68,0,1,0,0,0,2,65,2,1,5,1,70,15,2,NA,3,4,4,1,1,1,NA,1,55,1.10393827257458,-1.07854556388165,1.55009709908956,0.765570048809224,0.0313620264768003,1.10435909199692,0.778508191235025,0.0313800909879099,-1.07884960484276,1.55031778447395
"4881",4881,NA,0.7475292,4,4,4,4,3,3,1,1,6,0,0,NA,1,NA,3,3,2,3,1,3,1,3,4,3,6,2,6,39,0,0,2,2,NA,NA,2,1,0,1,3,0,6,10,24,0,1,0,0,0,2,100,1,1,4,NA,85,30,2,NA,3,3,2,1,1,1,NA,1,55,-0.293662055891803,-1.07854556388165,-0.505168755763859,1.23437093613236,1.21871791328657,-0.29377399937614,1.25523181882074,1.21941989417739,-1.07884960484276,-0.50524067600751
"4882",4882,NA,0.4877727,4,2,4,3,3,NA,1,0,4,2,1,NA,1,3,3,2,3,2,1,1,3,3,4,4,6,1,7,39,0,0,10,2,NA,NA,1,2,0,1,2,1,3,6,59,1,0,0,0,0,4,80,1,1,5,1,85,50,5,NA,3,3,3,1,1,1,NA,1,35,-0.773039425058741,-0.298443613139921,0.185568193548252,1.23437093613236,-0.0437844755695834,-0.773334106394086,1.25523181882074,-0.0438096954049769,-0.298527744108529,0.18559461265977
"4883",4883,NA,2.794858,4,4,3,4,3,1,NA,NA,2,4,0,NA,0,2,3,2,2,2,3,3,2,3,4,5,7,1,7,6,0,0,11,4,NA,NA,2,3,1,1,2,1,3,6,29,0,0,1,0,0,4,40,2,1,4,NA,85,0,2,NA,2,1,1,3,3,NA,3,3,85,-0.594565058156793,-0.298443613139921,-2.54348961753436,1.46877137979393,-0.0437844755695834,-0.594791705362108,1.4935936326136,-0.0438096954049769,-0.298527744108529,-2.54385173096859
"4884",4884,NA,NA,5,5,5,5,2,3,NA,NA,6,0,0,NA,1,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,0,11,3,NA,NA,2,6,0,1,NA,NA,6,15,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,30,50,5,NA,1,NA,NA,2,2,2,NA,6,NA,1.10393827257458,0,0,0,-0.0437844755695834,1.10435909199692,-2.85825663801539e-17,-0.0438096954049769,4.82707614439631e-17,1.10714582678795e-16
"4885",4885,NA,0.3053742,4,5,4,5,1,3,1,1,4,2,1,1,1,3,1,1,3,1,3,1,2,1,2,2,1,5,2,8,0,0,5,4,NA,NA,1,1,0,1,3,0,7,17,73,0,1,0,0,0,4,15,5,5,2,2,0,85,6,NA,2,3,3,2,2,1,NA,7,NA,0.185715313275134,1.38420290941321,0.185568193548252,-2.06432804837209,-2.51141164552404,0.185786107641807,-2.09921521558162,-2.51285821733932,1.38459311488718,0.18559461265977
"4886",4886,NA,NA,5,5,5,5,3,1,NA,NA,6,0,1,NA,1,3,3,2,3,2,NA,NA,NA,NA,NA,NA,4,NA,NA,12,0,0,10,3,NA,NA,1,1,0,1,NA,NA,6,18,39,0,1,0,0,0,NA,NA,NA,NA,NA,2,60,NA,4,1,2,NA,NA,3,3,NA,3,3,69,1.10393827257458,0,0,0.0379996348847694,-0.0437844755695834,1.10435909199692,0.0386418291412352,-0.0438096954049769,4.82707614439631e-17,1.10714582678795e-16
"4887",4887,NA,0.6743495,5,4,1,4,1,NA,1,1,4,2,1,NA,1,3,3,3,2,3,NA,3,2,3,3,4,3,2,5,49,0,0,4,4,NA,NA,2,1,0,1,2,1,4,11,NA,0,1,0,0,0,2,0,3,3,4,2,0,100,NA,2,3,3,2,2,2,1,NA,7,NA,-0.579051105652321,-0.237222302605082,-0.505168755763859,0.00110981819525405,1.21871791328657,-0.5792718389649,0.00112857413522225,1.21941989417739,-0.237289175344906,-0.50524067600751
"4888",4888,NA,0.4456042,5,4,4,4,3,3,NA,NA,4,2,1,NA,1,3,3,3,3,2,1,3,2,3,4,2,4,2,6,39,0,0,3,2,NA,NA,2,2,0,1,2,0,3,5,77,1,0,0,0,0,4,85,2,4,4,1,85,50,5,NA,3,4,3,1,1,1,NA,1,35,0.323657901142649,0.963541278774928,0.859360149777445,0.765570048809224,0.54100902069104,0.323781278993005,0.778508191235025,0.541320641608518,0.963812900138255,0.85948249580667
"4889",4889,NA,0.138135,5,5,3,3,2,1,1,1,4,2,1,NA,1,2,2,2,2,2,3,3,1,3,4,2,6,4,7,12,0,0,22,3,NA,NA,1,1,0,0,1,0,3,3,NA,0,1,0,0,0,3,100,3,4,2,1,100,50,5,NA,3,3,3,1,1,1,NA,1,50,-0.456622470289279,0.573490303404064,0.185568193548252,1.23437093613236,-0.646346866118733,-0.45679653401091,1.25523181882074,-0.646719161580963,0.573651969771139,0.18559461265977
